County,Provider,CONTRACT_PLAN,PLAN_CATEGORY,Medicaid Coverage Categories (For D-SNP plans only),Enrolls All Duals (Y/N),"Types of Chronic Conditions (C-SNP only) (Diabetes, Coronary Artery Diseases, Cardiovascular Disorders, COPD, ESRD)",VBID (Y/N),Annual Max ,Annual Max - Shared Allowance (Y/N),Bridges Coinsurance,Crowns Coinsurance,Implant Coinsurance,Root Canal Coinsurance,Denture Coinsurance,Periodontal Surgery Coinsurance,"Dental Vendor Name (Vendor, Card Based, Allowance)",Optional Supplemental Benefit (Y/N),"Benefit Structure: Vendor, Non-vendor, Card-Based, Allowance","Out-of-Network Cost Share (Identical, Different)",Preventative Only (Y/N),Preventative and Comprehensive (Y/N),Implant Coverage (Y/N),Root Canal Coverage (Y/N),Denture Coverage (Y/N),Periodontal Surgery Coverage (Y/N),Crowns (Y/N),Bridges (Y/N),"Dental Score Card (Weak, Same or Strong) compared to Devoted plan design.  I will compare apples to apples (i.e. PPO vs PPO, 0 HMO vs 0 HMO) and will be comparing the overall dental plan design. ",Healthy Food Card Vendor,Healthy Food Card Amount,Healthy Food Card Benefit Structure (Monthly/Quarterly),Healthy Food Rollover,OTC Vendor,OTC Benefit Structure (Monthly/Quarterly),OTC - Retail (Y/N),OTC - Catalog (Y/N),OTC- Online (Y/N) ,OTC- Over-the-phone (Y/N) ,OTC Rollover (Y/N),Utilities Vendor,Utilities Benefit Structure (Monthly/Quarterly),Covered Utilities ,Utilities Rollover,Combined/Shared Benefit (Y/N) ,Additional Flex Card Benefit ,Additional Supplemental Benefit Choice (Use this row for if a member MUST choose a benefit at the time of enrollment),Routine Acupuncture Vendor,"Routine Acupuncture Benefit Structure (# of Visit /Timeframe, Coverage)",Medicare Covered Acupuncture Vendor,Therapeutic Massage Vendor,"Therapeutic Massage Benefit Structure (# of Visits/Timeframe, Coverage)",Routine Chiropractor Vendor,"Routine Chiropractor Benefit Structure (# of Visits/Timeframe, Coverage)",Vision Vendor,Fitness Vendor,Wearable Device (Fitness),Grocery Delivery,Hearing Aid Vendor,Nemt Vendor,Nemt Oneway Trip Limit,Nemt Distance (Max Mileage),In Home/ Bathroom Safety Devices (Y/N),In-Home Support Services/Personal Home Care Vendor,In-Home Support Services/Personal Home Care Benefit Structure ,PERS Vendor,PERS Coverage,Meals Vendor,Wig Chemo,Caregiver Support ,Worldwide Benefit Structure ,Companion Services ,Behavioral Health Vendor,DME Vendor,Nurse Line Vendor,Nurse Line 24/7 (Y/N)
FL: Orlando,"UnitedHealth Group, Inc.",H1045 - 039 - 000,D-SNP HMO,"FBDE, QDWI, QI, QMB, QMB+, SLMB, SLMB+",Y,,,"$4,000",Y,0%,0%,0%,0%,0%,N/A?,UnitedHealthCare,,Vendor,Identical,N,Y,Y,Y,Y,N?,Y,Y,Weak,Solutran,"$255 Shared Food, OTC, and Utility",Monthly,N,Solutran,Monthly,Y,Y,Y,Y,N,Solutran,Monthly,"Electricity, gas, water, and internet",N,"Y (Food, OTC, Utility) ",N,N/A,OptumHealth Care Solutions,NC,N/A,NC,NC,Optum,$0 copay for 12 visits each year,UnitedHealthcare Vision®,Renew Active®,$0 copay for Fitbit (1 device every 2 years),NC,UnitedHealthcare Hearing,ModivCare,"72 one-way trips/year from plan-approved locations such as network providers, medical facilities, pharmacies, gyms, grocery stores, or hearing/vision appointments",50 miles,NC,NC,NC,Lifeline,$0 copay ,Mom’s Meals®,NC,NC,Member pays the full cost of emergency services received outside of the US and the plan will reimburse the member,NC,UNK,UNK,NurseLine,Y
FL: Orlando,Humana Inc.,H1036 - 213 - 000,D-SNP HMO,"FBDE, QDWI, QI, QMB, QMB+, SLMB, SLMB+",Y,,,"$6,000",Y,"0% IN, 100% OON","0% IN, 100% OON",N/A,"0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON",Humana?,,Vendor,Different,N,Y,N,Y,Y,Y,Y,Y,Weak,?,"$175 Humana Healthy Options Allowance can be used toward food, OTC, home supplies, rent, utlities, internet, meal delivery, personal wellness products, bathroom safety devices, non-medical transportation,  pest control, robotic pets, disaster-relief products, and pet care/supplies",Monthly,Y,UNK,Monthly,N,N,Mail Order,Mail Order,Y,?,Monthly,"Humana Healthy Options Allowance can be used toward food, OTC, home supplies, rent, utlities, internet, meal delivery, personal wellness products, bathroom safety devices, non-medical transportation, pest control, robotic pets, disaster-relief products, and pet care/supplies",Y,"Y (Humana Healthy Options Allowance can be used toward food, OTC, home supplies, rent, utlities, internet, meal delivery, personal wellness products, bathroom safety devices, non-medical transportation,  pest control, robotic pets, disaster-relief products, and pet care/supplies)","Y
Humana Flex Allowance:
$250 annual allowance on a prepaid card which can be used towards out of pocket costs including copays for dental, vision, and/or hearing supplemental benefits","Humana Spending Account Card includes the Humana Flex Allowance ($250/year) and the Humana Healthy Options Allowance ($175/month). These allowances are loaded onto the same card, but each allowance is separate and cannot be combined with other benefit allowances.",NC,NC,N/A,NC,NC,NC,NC,UNK,SilverSneakers,NC,Meal Delivery covered under Healthy Options Allowance,HearUSA ,? ,Unlimited trips to plan-approved locations within plan service area,UNK,Covered under the Healthy Options Allowance,UNK,"Post-Discharge Personal Home Care
$0 copay to receive services for short term support at home to assist with transition of care after a qualifying inpatient hospital stay 
4 hours/day up to 44 hours/year",NC,NC,UNK,"Unlimited maximum benefit per year 
Submit for reimbursement
$0 copay",Caregiver Services covered under Humana Flexible Care Assistance (SSBCI),Member is responsible to pay for services upfront and request appropriate reimbursement.,NC,UNK,UNK,NC,NC
FL: Orlando,Humana Inc.,H1019 - 026 - 000,D-SNP HMO,"FBDE, QDWI, QI, QMB, QMB+, SLMB, SLMB+",Y,,Y,Unlimited?,N/A,N/A,"0% IN, 100% OON",N/A,"0% IN, 100% OON","0% IN, 100% OON",N/A,Humana,,Vendor,Different,N,Y,N,Y,Y,N,Y,N,Weak/Same,?,"$175 Care Essentials Card can be used towards food/produce, OTC, home supplies, rent, utilities, internet, meal delivery, personal wellness products, bathroom safety devices, non-medical transportation, pest control, robotic pets, disaster-relief products, pet care/supplies",Monthly,N,CarePlus Pharmacies,Monthly,UNK,UNK,UNK,UNK,N,?,Monthly,Covered under the Care Essentials Card,N,See details on CareEssentials Card above,"CareCard
$250/year that can be used at participating providers to cover dental, vision, and/or hearing copays",NC,NC,NC,N/A,NC,NC,No vendor - Humana Chiro Network,$0 copay for 12 visits/year for routine spinal adjustments,Humana Optometrist Network,SilverSneakers,NC,Meal delivery covered under CareEssentials Card,Audiologists in Provider Directory,?,Unlimited trips to plan-approved locations within plan service area,Trips over 35 miles authorization may be required,Covered under CareEssentials Card,NC,NC,NC,NC,UNK,"Unlimited maximum benefit per year 
Submit for reimbursement
$0 copay",NC,Member is responsible to pay for services upfront and request appropriate reimbursement.,NC,UNK,UNK,NC,NC
FL: Orlando,Centene Corporation,H1032 - 175 - 000,D-SNP HMO,"FBDE, QMB+, SLMB+",N,,Y,Unlimited?,N/A,"0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON",N/A?,Liberty?,,Vendor,Different,N,Y,Y,Y,Y,N?,Y,Y,Same/Strong,?,"$50/month to spend on healthy and nutritious foods and produce at participating retailers

Pre-loaded debit card",Monthly,N,CVS OTC Health Solutions,Quarterly,Y,Y,Y,Y,N,?,Monthly,"Utility Flex Card - prepaid Visa debit card to help cover the cost of utilities for your home. Approved services: electric, gas, sanitary, and water; landline and mobile telephone services; cable TV services; certain petroleum expenses, such as home heating oil.
Reimbursement is available in the event of a card failure or if eligible utility providers do not accept Visa",N,"N (OTC, food, flex, utilities, etc. are all separate allowances)","Flex Card - prepaid Visa debit card with a combined annual allowance of $1,500 to reduce OOP expenses for dental, vision, and hearing services

$250 for vision-related services and the remaining amount may be split between dental and hearing as your see fit.",NC,NC,NC,N/A,NC,NC,,$0 copay for up to 12 visits every year,UNK,UNK,Members can choose from available home kits to be shipped to them at no cost. A wearable fitness tracker is included as one of those choices,NC,,UNK,Unlimited one-way trips to plan approved health-related location,75 miles,N,UNK,"$0 copay for in-home support services including cleaning, household chorse, and meal preparation

Services provided in 2-hour increments up to a total of 12 visits/year

Must have a qualifying condition",UNK,$0 copay for PERS device and monthly fee,UNK,NC,NC,"Up to $50,000",Y - Robotic Companion Pet and Helper Bees Care Concierge,UNK,UNK,UNK,Y
FL: Orlando,Guidewell Mutual Holding Corporation,H1035 - 026 - 000,Zero MAPD HMO,,,,,Unlimited,N/A,N/A,0%,N/A,0%,0%,N/A,?,,Vendor,Identical,N,Y,N,Y,Y,N,Y,N,Strong,NC,NC,NC,NC,Walmart / Optum,Quarterly,Y ,Y,Y,Y,N,NC,NC,NC,NC,N,N,Additional benefits through SSBCI (see below),NC,NC,N/A,NC,NC,NC,NC,UNK,SilverSneakers,NC,Meal delivery available through SSBCI,,,48 one-way trips per year to plan-approved locations for medical-related services and prescriptions,UNK,N,UNK,"At Home Care: Connect youthful, energetic adults to enrollee who require assistance with transportation, companionship, household chores, use of electronic devices, exercise and activity

60 hours per year",NC,NC,UNK,NC,"Caregiver Support: Coverage for coaching, education, and support services such as counseling and training courses for caregives of members","Limited to $25,000 per year

May submit for reimbursement",See at home care benefit above,UNK,UNK,NC,NC
FL: Orlando,Humana Inc.,H1019 - 112 - 000,Zero MAPD HMO,,,,,Unlimited?,N/A,N/A,"0% IN, 100% OON",N/A,"0% IN, 100% OON","0% IN, 100% OON",N/A,Humana,,Vendor,Different,N,Y,N,Y,Y,N,Y,N,Same/Strong,NC,NC,NC,NC,CenterWell Pharmacy,Monthly,N,Y,N,Y,N,NC,NC,NC,NC,N,N,NC,NC,NC,NC,NC,NC,UNK,$10 copay for 12 visits per year for routine spinal adjustments,UNK,SilverSneakers,NC,NC,UNK,UNK,$0 copay for unlimited non-emergency trips to plan-approved locations,35 miles,N,N,NC,NC,NC,UNK,Uo to $500 per year. Submit receipt for reimbursement.,NC,We will reimburse you for emergency and urgent care services outside of the U.S. at rates no greater than the rates at which Original Medicare would pay for such services had the services been performed in the United States in the locality where you reside.,NC,UNK,UNK,NC,NC
FL: Orlando,Centene Corporation,H1032 - 213 - 000,Zero MAPD HMO,,,,,Unlimited?,N/A,"0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON",N/A?,?,,Vendor,Different,N,Y,Y,Y,Y,N?,Y,Y,Strong,NC,NC,NC,NC,CVS,Quarterly,Y,Y,Y,Y,N,NC,NC,NC,NC,N,"Y - Visa debit card with a limit of $1,000 to help reduce OOP expenses for dental, vision, and hearing services. 

$250 is for vision-related services. The remaining amount may be spent between dental and hearing as you see fit.",NC,NC,NC,UNK,NC,NC,UNK,$5 copay for up to 12 visits/year for supplemental chiropractic services,UNK,UNK,Members can choose from available at home kits to be shipped to them at no cost. A wearable fitness tracker is included as one of those choices.,NC,UNK,UNK,60 on-way trips to plan-approved health-related location,75 miles,NC,UNK,"$0 copay for in-home support services including cleaning, household chores, and meal preparation. 

Documentation of certain condition required.

Services provided in 2 hour increments up to a total of 12 visits/year.",NC,NC,UNK,NC,NC,"Up to $50,000 under worldwide emergency and urgent care coverage",NC,Teladoc,UNK,UNK,Y
FL: Orlando,"UnitedHealth Group, Inc.",H1045 - 030 - 000,Zero MAPD HMO,,,,,"$1,500",Y,"0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON",N/A?,UnitedHealthCare,,Vendor,Identical,N,Y,Y,Y,Y,N?,Y,Y,Weak,NC,NC,NC,NC,Solutran,Quarterly,Y,Y,Y,Y,N,NC,NC,NC,NC,N,N,NC,NC,NC,UNK,NC,NC,NC,NC,UnitedHealthcare Vision®,Renew Active®,NC,NC,UnitedHealthcare Hearing,NC,NC,NC,NC,NC,NC,NC,NC,Mom’s Meals®,NC,NC,"Pay full cost at time you receive service and submit for reimbursement

No limit mentioned",NC,UNK,UNK,NurseLine,Y
FL: Orlando,Humana Inc.,H1036 - 146 - 000,Zero MAPD HMO,,,,,"$2,000",Y,N/A,"0% IN, 100% OON",N/A,N/A,"0% IN, 100% OON",N/A,Humana,,Vendor,Different,N,Y,N,N,Y,N,Y,N,Weak,NC,NC,NC,NC,CenterWell Pharmacy,Quarterly,N,Y,Y,Y,Y,NC,NC,NC,NC,N,"Humana Flex Allowance $1000 annual prepaid card which can be used toward copays for dental, vision, and/or hearing supplemental benefits",NC,NC,NC,UNK,NC,NC,NC,NC,UNK,SilverSneakers,NC,NC,HearUSA,UNK,Unlimted non-emergency trips to plan-approved locations within the plan service area,UNK,NC,UNK,"Post-Discharge Personal Home Care benefit - assist with transition of care after an IP hosp stay 

4 hours/day up to a max of 44 hours/year",NC,NC,NC,NC,NC,Member is responsible to pay for services upfront and request appropriate reimbursement ,NC,UNK,UNK,NC,NC
FL: Orlando,"UnitedHealth Group, Inc.",H2406 - 010 - 000,Zero MAPD PPO,,,,,"$1,000",Y,0%,0%,0%,0%,0%,N/A?,UnitedHealthCare,,Vendor,Identical,N,Y,Y,Y,Y,N?,Y,Y,Weak,NC,NC,NC,NC,In store: Solutran; online and over the phone: Firstline,Quarterly,Y,Y,Y,Y,N,NC,NC,NC,NC,N,N,NC,NC,NC,UNK,NC,NC,NC,NC,UnitedHealthcare Vision,Renew Active,NC,Discounted meal delivery covered under fitness benefit,UnitedHealthcare Hearing,NC,NC,NC,NC,NC,NC,NC,NC,Mom's Meals,NC,NC,"Member will pay the full cost of emergency services received outside of the United States at the time
services are received, and then member will receive expense reimbursement",NC,UNK,UNK,NurseLine,Y
FL: Orlando,CVS Health Corporation,H5521 - 268 - 000,Zero MAPD PPO,,,,,"$1,600",N/A,"0% IN, 0% OON","0% IN, 0% OON",N/A?,"0% IN, 0% OON","0% IN, 0% OON",N/A?,Allowance,,Allowance,N/A,N,Y,?,Y,Y,?,Y,Y,Weak/Same,NC,NC,NC,NC,OTC Health Solutions,Quarterly,Y,Y,Y,Y,N,NC,NC,NC,NC,N,N,,NC,NC,UNK,NC,NC,NC,NC,EyeMed,SilverSneakers,NC,NC,NationsHearing,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,UNK,NC,UNK,UNK,UNK,Y
FL: Orlando,Humana Inc.,H5216 - 072 - 000,Zero MAPD PPO,,,,,Unlimited*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Humana,,Vendor,Different,N,Y,N,N,N,N,N,N,Weak,NC,NC,NC,NC,UNK,Monthly,N ,Y,UNK -- mail order,UNK -- mail order,Y ,NC,NC,NC,NC,N ,N ,N/A,NC,NC,UNK,NC,NC,NC,NC,EyeMed Vision Care,SilverSneakers,NC,NC,HearUSA,NC,NC,NC,N ,NC,NC,NC,NC,NC,NC,NC,UNK,NC,UNK,UNK,NC,N
FL: Pensacola,Centene Corporation,H8225 - 006 - 000,D-SNP HMO,"FBDE, QMB, QMB+, SLMB+",,,N,Unlimited?,N/A,"0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON",N/A?,?,,Vendor,Different,N,Y,Y,Y,Y,N?,Y,Y,Strong,NC,N/A,N/A,N/A,OTC Health Solutions,Quarterly,Y,Y,Y,Y,N,,Monthly,"Electric, gas, sanitary, water utilities, landline/mobile telephone service, cable TV and certain petroleum expenses, such as home heating oil ",N,"Y ($250 is for vision, the remaining amount may be spent between dental and hearing)",Y ,"SSBCI - Non-Medical Transportation
Helper Bees Care Concierge
Utility Flex Card",NC,N/A,UNK,NC,N/A,,12 visits per year,,Silver & Fit,Activity Tracker,NC,UNK,UNK,Unlimited one-way trips,30 miles,N,NC,NC,VRI,"$0 copay for a traditional ""hard-wired"" PERS system that is connected via a landline, or select a wireless system",UNK,NC,Helper Bees Care Concierge,"$50,000 maximum plan coverage",Helper Bees Care Concierge,UNK,UNK,NurseLine,Y
FL: Pensacola,Humana Inc.,H1036 - 214 - 000,D-SNP HMO,"FBDE, QDWI, QI, QMB, QMB+, SLMB, SLMB+",Y,,Y,"$6,000",Y,"0% IN, 100% OON","0% IN, 100% OON",N/A,"0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON",Humana?,,Vendor,Different,N,Y,N,Y,Y,Y,Y,Y,Strong,N/A,$125,Monthly,Y,UNK,Monthly,Y,UNK,UNK,UNK,Y,UNK,Monthly,"Healthy Options Allowance, $125/month or Humana Flexible Care Assistance $500/ year",Y,Y ,N,"SSBCI:
Humana Flexible Care Assistance, eligible members may receive medical expense assistance and other additional benefits, either primarily health related or non-primarily health related, to address the member's
unique individual needs. Benefits are limited up to $500 per year and must be coordinated and authorized by a care manager. ",UNK,$0/ 25 visits per year,UNK,UNK,NC,UNK,NC,UNK,SilverSneakers,NC,"Healthy Options Allowance, $125/month",HearUSA,UNK,Unlimited one-way trips per year,UNK,"Y, Healthy Options Allowance, $125/month or Humana Flexible Care Assistance $500/ year",UNK,NC,NC,N/A,Deliver Fresh Meal Program,Unlimited maximum benefit per calendar year,Humana Flexible Care Assistance $500/ year,UNK,NC,UNK,UNK,HumanaFirst Nurse Advice Line,Y
FL: Pensacola,Centene Corporation,H1032 - 175 - 000,D-SNP HMO,"FBDE, QMB+, SLMB+",,,Y,Unlimited?,N/A,"0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON",N/A?,?,,Vendor,Different,N,Y,Y,Y,Y,N?,Y,Y,Strong,UNK,$50,Monthly,N,OTC Health Solutions,Quarterly,Y,Y,Y,Y,N,,Monthly,"Electric, gas, sanitary, water utilities, landline/mobile telephone service, cable TV and certain petroleum expenses, such as home heating oil ",N,"Y ($1,500 per year - $250 is for vision, the remaining amount may be spent between dental and hearing)",Y ,"SSBCI - Robotic Companion
Helper Bees Care Concierge
Utility Flex Card",NC,N/A,UNK,NC,N/A,,12 visits per year,,Silver & Fit,Activity Tracker,"Chronic Meals - You pay nothing for home delivered meals as part of a supervised program designed to transition members with specific chronic conditions to lifestyle modifications.members receive 3 meals per day for up to 28 days, for a maximum of 84 meals per month. The benefit can be received for up to 3 months.",UNK,UNK,Unlimited one-way trips,75 miles,N,,$0 copay for each in-home support services visit. Up to 12 visits every year.,VRI,"$0 copay for a traditional ""hard-wired"" PERS system that is connected via a landline, or select a wireless system",UNK,NC,Helper Bees Care Concierge,"$50,000 maximum plan coverage",Robotic Companion Pet,UNK,UNK,NurseLine,Y
FL: Pensacola,CIGNA,H5410 - 013 - 000,D-SNP HMO,"QMB+, QMB, QDWI, QI, SLMB+, SLMB, FBDE",Y,,Y,"$2,000",N/A,0%,0%,0%,0%,0%,0%,Cigna?,,allowance,Identical,N,Y?,Y?,Y?,Y?,Y?,Y?,Y?,Weak,UNK,$50,Monthly,N,UNK,Quarterly,Y,Y,Y,Y,N,NC,N/A,N/A,N/A,"Y (Food, OTC, Incentives)",Y,"Cigna Healthy Today Card (Cigna Medicare Advantage Incentives): You can earn up to $100, which is loaded on your Cigna Healthy Today card for completing certain healthy activities.",NC,N/A,N/A,NC,N/A,NC,N/A,Superior Vision,Silver&Fit,Home Fitness Kit - wearable fitness tracker,NC,Hearing Care Solutions,Access2Care,Unlimited one-way trips every year,60 miles,N,NC,NC,NC,N/A,UNK,NC,NC,"Maximum worldwide coverage amount $50,000","60 hours per year toward the use of in-home support services.

Vendor: Papa",UNK,UNK,Nurseline,Y
FL: Pensacola,Guidewell Mutual Holding Corporation,H5434 - 025 - 000,Zero MAPD PPO,,,,N,Unlimited*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?,,Vendor,Different,N,Y,N,N,N,N,N,N,Weak,NC,N/A,N/A,N/A,UNK,Quarterly,Y,Y,Y,Y,N,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,UNK,NC,N/A,NC,N/A,UNK,SilverSneakers,NC,NC,UNK,NC,N/A,N/A,N,UNK,"$0/60 hours per year

We offer this benefit through our partnership with our participating provider who connects youthful, energetic adults to enrollees who require assistance with transportation, companionship, household chores, use of electronic devices, exercise and activity.",NC,N/A,NC,NC,"$0/ Caregiver Support

Provides coverage for coaching, education and support services such as counseling and training courses for caregivers of enrollees.","$25,000 combined yearly limit for Worldwide Emergency Care and Worldwide Urgently Needed Services","$0/60 hours per year

We offer this benefit through our partnership with our participating provider who connects youthful, energetic adults to enrollees who require assistance with transportation, companionship, household chores, use of electronic devices, exercise and activity.",UNK,UNK,NurseLine,Y
FL: Pensacola,Humana Inc.,H5216 - 070 - 000,Zero MAPD PPO,,,,Y,"$1,500",Y,N/A,N/A,N/A,N/A,N/A,N/A,Humana?,,Vendor,Identical,N,Y,N,N,N,N,N,N,Weak,NC,N/A,N/A,N/A,UNK,Monthly,N,Y,Y,Y,Y,NC,N/A,N/A,N,N,N,N,NC,N/A,N/A,UNK,NC,UNK,NC,NC,SilverSneakers,NC,N/A,NC,NC,N/A,N/A,N,NC,N/A,NC,N/A,NC,NC,NC,UNK,NC,UNK,UNK,HumanaFirst Nurse Advice Line,Y
FL: Pensacola,"UnitedHealth Group, Inc.",H2406 - 008 - 000,Zero MAPD PPO,,,,,"$1,000",Y,0%,0%,0%,0%,0%,N/A?,UnitedHealthCare,,Vendor,Identical,N,Y,Y,Y,Y,N?,Y,Y,Weak,NC,N/A,N/A,N/A,Solutran,Quarterly,Y,Y,"Y
Online and over the phone provided by: Firstline","Y
Online and over the phone provided by: Firstline",N,NC,N/A,N/A,N/A,N/A,N,N/A,NC,N/A,N/A,NC,N/A,NC,N/A,UnitedHealthcare Vision,Renew Active,Fitbit,NC,UnitedHealthcare Hearing,NC,N/A,N/A,N,NC,NC,NC,N/A,Mom’s Meals,NC,NC,UNK,NC,UNK,UNK,Nurseline,Y
FL: Pensacola,Humana Inc.,H7284 - 009 - 000,Zero MAPD PPO,,,,Y,"$1,500",Y,"0% IN, 0% OON","0% IN, 0% OON",N/A,"0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON",Humana,,Vendor,Identical,N,Y,N,Y,Y,Y,Y,Y,Weak,NC,N/A,N/A,N/A,UNK,Monthly,N,Y,Y,Y,Y,NC,N/A,N/A,N,N,N,"SSBCI:
Belle Foot Care Services, Chronically ill members diagnosed with Diabetes and Chronic Kidney Disease (CKD), Peripheral Vascular Disease (PVD), Neuropathy, or history of foot ulcers, may receive in-home preventive foot care and care coordination for up to 1 hour every 40 days. Member is eligible for services up to 9 times per plan year.",NC,N/A,N/A,UNK,NC,UNK,NC,EyeMed Vision Care,SilverSneakers,NC,N/A,HearUSA,NC,N/A,N/A,N,NC,"Post Discharge Personal Home Care - $0/ minimum of 4 hours per day, up to a maximum of 44 hours per year for certain in-home
support services following a discharge from a skilled nursing facility or from an inpatient hospitalization. Services must be initiated within 30 days of discharge event and utilized within 60 days of discharge for each qualifying event up to the maximum annual allowance. ",NC,N/A,NC,NC,NC,UNK,NC,UNK,UNK,HumanaFirst Nurse Advice Line,Y
FL: South Florida: Broward,"Elevance Health, Inc.",H5431 - 019 - 000,D-SNP HMO,"FBDE, QDWI, QI, QMB, QMB+, SLMB, SLMB+",Y,,Y,"$5,000",Y,"0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON",N/A?,?,,Vendor,Different,N,Y,Y,Y,Y,N?,Y,Y,Weak/Same,UNK,$100,Monthly,N,UNK,Monthly,Y,Y,Y,Y,N,NC,N/A,N/A,N/A,N,N,"SSBCI: 
- Healthy Meals - $0/ One meal a day for up to 20 meals every month
- Personal Hygiene Care - Up to $40 a month for routine maintenance of scalp, hair, hands, and feet.",UNK,$0/ 12 visits per year,UNK,UNK,$0/ 24 therapeutic massage visits every year,UNK,$0/ 12 visits per year,UNK,SilverSneakers,NC,NC,UNK,UNK,"- Unlimited trips every year to plan-approved health-related locations
- Up to 6 one-way trips every year for non-medical needs to plan-approved locations",UNK,N,UNK,"$0/ up to 30 hours per year. Members receive companionship and assistance with independent activities of daily living. Such as help around the home with light chores, errands, technology support and more.",UNK,$0/ one personal emergency response system and monthly monitoring by a contracted vendor,UNK,NC,NC,"$100,000 is the maximum plan benefit covered for worldwide emergency and urgent care services","$0/ up to 30 hours per year. Members receive companionship and assistance with independent activities of daily living. Such as help around the home with light chores, errands, technology support and more.",UNK,UNK,HumanaFirst Nurse Advice Line,Y
